日期,000300.SH,000905.SH,000852.SH,H11006,H11007,H11008,H11025,AUCI.SHF,.GSPC.NYSE,HSI.HK
2009-01-05,1882.959,2020.243,1920.1,129.9,129.95,129.77,1090.7611,962.3653,927.45,15563.31
2009-01-06,1942.795,2091.892,1982.87,129.86,130.19,129.83,1090.834,933.8358,934.7,15509.51
2009-01-07,1931.178,2104.922,1995.19,129.85,130.35,129.55,1090.9042,949.1122,906.65,14987.46
2009-01-08,1887.991,2052.3,1951.99,129.89,130.54,130.74,1090.9451,934.7463,909.73,14415.91
2009-01-09,1918.365,2107.766,2009.1,129.9,130.62,131.86,1090.995,945.6219,890.35,14377.44
2009-01-12,1920.687,2137.841,2032.54,129.94,130.59,132.01,1091.1036,939.9565,870.26,13971.0
2009-01-13,1876.185,2081.672,1970.03,129.96,130.71,130.75,1091.1606,906.4697,871.79,13668.05
2009-01-14,1955.244,2160.064,2054.57,129.82,130.72,131.11,1091.2234,915.069,842.62,13704.61
2009-01-15,1954.874,2181.061,2079.86,129.28,130.65,131.24,1091.298,897.7692,843.74,13242.96
2009-01-16,1990.214,2195.634,2090.02,128.7,130.06,130.72,1091.364,912.5904,850.12,13255.51
2009-01-19,2012.465,2192.807,2085.58,128.69,130.03,131.09,1091.476,931.3572,,13339.99
2009-01-20,2025.19,2214.839,2111.39,128.25,129.43,130.54,1091.5264,918.8629,805.22,12959.77
2009-01-21,2021.71,2217.626,2107.87,127.21,129.23,130.69,1091.5686,943.0421,840.24,12583.63
2009-01-22,2044.551,2256.367,2140.16,127.36,129.26,130.77,1091.6328,943.9527,827.5,12657.99
2009-01-23,2032.682,2238.082,2122.35,127.63,129.33,131.15,1091.6696,948.5052,831.95,12578.6
2009-02-02,2057.063,2306.769,2193.69,127.7,129.48,131.02,1092.0482,1003.895,825.44,12861.49
2009-02-03,2108.91,2369.654,2254.41,127.31,129.41,131.08,1092.1153,998.0778,838.51,12776.89
2009-02-04,2166.414,2423.887,2297.07,126.85,129.09,130.76,1092.16,995.7509,832.23,13063.89
2009-02-05,2150.971,2384.764,2270.26,125.99,128.6,130.36,1092.2247,1005.3619,845.85,13178.9
2009-02-06,2237.28,2493.74,2367.72,126.04,128.59,130.93,1092.264,1013.2531,868.6,13655.04
2009-02-09,2296.672,2579.228,2441.64,126.14,128.66,131.29,1092.3826,1003.2374,869.89,13769.06
2009-02-10,2326.755,2653.213,2508.65,126.49,128.68,131.15,1092.4241,991.4007,827.16,13880.64
2009-02-11,2331.138,2658.05,2511.31,126.32,128.68,131.21,1092.4711,1009.5604,833.74,13539.21
2009-02-12,2318.343,2707.922,2557.24,126.69,128.83,131.62,1092.516,1039.7086,835.19,13228.3
2009-02-13,2399.065,2805.01,2640.39,126.72,128.79,131.45,1092.5513,1042.4402,826.84,13554.67
2009-02-16,2462.245,2854.444,2694.43,126.85,128.79,131.84,1092.6549,1039.6075,,13455.88
2009-02-17,2385.293,2738.58,2591.38,126.82,128.68,131.61,1092.7142,1066.4677,789.17,12945.4
2009-02-18,2275.843,2632.908,2500.36,126.86,128.82,131.63,1092.7479,1080.429,788.42,13016.0
2009-02-19,2298.412,2687.489,2560.66,126.99,128.99,131.62,1092.7876,1082.5535,778.94,13023.36
2009-02-20,2344.32,2776.955,2643.54,126.98,129.02,132.01,1092.8195,1084.5263,770.05,12699.17
2009-02-23,2410.481,2871.792,2732.42,126.99,129.04,132.38,1092.9315,1095.149,743.33,13175.1
2009-02-24,2301.849,2754.24,2622.02,127.14,129.14,132.02,1092.9756,1096.6665,773.14,12798.52
2009-02-25,2304.251,2771.098,2650.18,127.12,129.19,132.56,1093.0427,1060.3976,764.9,13005.08
2009-02-26,2190.185,2571.276,2461.93,127.14,129.24,131.94,1093.1059,1053.3158,752.83,12894.94
2009-02-27,2140.489,2416.949,2302.02,127.1,129.26,130.29,1093.1496,1044.4636,735.09,12811.57
2009-03-02,2164.666,2478.808,2374.97,127.15,129.27,132.84,1093.2588,1058.7789,700.82,12317.46
2009-03-03,2142.154,2499.826,2402.44,127.15,129.27,132.36,1093.2966,1031.7163,696.33,12033.88
2009-03-04,2285.149,2651.405,2541.43,127.09,129.29,131.46,1093.3437,1019.1714,712.87,12331.15
2009-03-05,2304.919,2671.575,2564.77,126.81,128.95,131.75,1093.3888,1024.331,682.55,12211.24
2009-03-06,2286.576,2653.469,2548.34,126.62,128.97,132.0,1093.4323,1050.7866,683.38,11921.52
2009-03-09,2202.527,2536.01,2429.33,126.75,128.98,131.67,1093.5407,1042.339,676.53,11344.58
2009-03-10,2240.782,2601.417,2487.79,126.8,128.99,131.66,1093.5832,1019.6773,719.6,11694.05
2009-03-11,2220.38,2587.371,2481.96,127.0,129.01,131.77,1093.6301,1004.0467,721.36,11930.66
2009-03-12,2215.7,2597.232,2492.52,127.03,129.07,131.98,1093.6785,1020.7395,750.74,12001.53
2009-03-13,2205.422,2569.629,2469.92,127.21,129.12,131.7,1093.7198,1025.5956,756.55,12525.8
2009-03-16,2241.614,2603.058,2503.91,127.26,129.18,132.38,1093.819,1030.047,753.89,12976.71
2009-03-17,2322.403,2699.594,2595.07,127.36,129.54,132.32,1093.8725,1021.8524,778.12,12878.09
2009-03-18,2332.652,2734.547,2624.44,127.38,129.28,132.42,1093.9205,1014.5683,794.35,13117.17
2009-03-19,2382.564,2797.155,2687.28,127.35,129.69,132.49,1093.9719,1038.3934,784.04,13130.92
2009-03-20,2379.838,2784.106,2672.45,127.37,129.69,131.4,1094.0205,1064.3432,768.54,12833.51
2009-03-23,2439.395,2843.879,2723.02,127.38,129.76,131.88,1094.1241,1069.5028,822.92,13447.42
2009-03-24,2451.783,2865.333,2743.76,127.36,129.47,131.95,1094.1641,1046.8916,806.12,13910.34
2009-03-25,2401.327,2785.664,2681.4,127.72,129.52,131.3,1094.2404,1033.942,813.88,13622.11
2009-03-26,2479.789,2853.411,2747.38,127.79,129.41,129.89,1094.3262,1043.806,832.86,14108.98
2009-03-27,2498.931,2877.88,2773.33,127.28,129.25,129.95,1094.4039,1040.1133,815.94,14119.5
2009-03-30,2484.487,2883.214,2785.36,127.47,129.19,130.8,1094.5171,1032.6774,787.53,13456.33
2009-03-31,2507.789,2914.128,2814.17,127.48,129.16,130.7,1094.639,1024.2804,797.87,13576.02
2009-04-01,2548.222,2962.839,2855.85,127.42,129.11,130.73,1094.6999,1022.4594,811.08,13519.54
2009-04-02,2576.4,2965.735,2861.15,127.47,129.07,131.4,1094.7359,1026.1015,834.38,14521.97
2009-04-03,2570.503,2934.253,2848.33,127.23,128.91,131.0,1094.7847,1006.323,842.5,14545.69
2009-04-07,2576.95,2968.519,2893.86,127.01,128.92,131.39,1094.9056,978.2994,815.55,14928.97
2009-04-08,2479.348,2867.168,2799.43,127.05,128.84,129.99,1094.9425,989.0738,825.16,14474.86
2009-04-09,2517.669,2915.024,2860.71,127.05,128.62,130.11,1094.9772,980.1204,856.56,14901.41
2009-04-10,2595.53,3009.376,2945.91,127.02,128.61,130.22,1095.0097,984.2278,,
2009-04-13,2656.518,3050.372,2979.83,127.03,128.58,131.85,1095.0996,990.7026,858.73,
2009-04-14,2676.872,3099.429,3030.31,127.04,128.46,130.0,1095.1394,1001.4669,841.5,15580.16
2009-04-15,2686.99,3143.821,3071.29,127.06,128.61,129.77,1095.1694,994.1828,852.06,15669.62
2009-04-16,2687.106,3159.26,3089.67,127.08,128.47,130.14,1095.2,995.8521,865.3,15582.99
2009-04-17,2650.691,3119.419,3042.66,127.1,128.52,130.2,1095.2262,973.3421,869.6,15601.27
2009-04-20,2707.667,3205.884,3122.54,127.14,128.69,130.18,1095.3136,967.6767,832.39,15750.91
2009-04-21,2675.442,3205.076,3117.7,127.2,128.62,131.41,1095.3517,994.6887,850.08,15285.89
2009-04-22,2576.281,3042.638,2959.56,127.26,128.61,131.36,1095.3902,987.9609,843.55,14878.45
2009-04-23,2593.564,3059.709,2980.15,127.22,128.62,131.01,1095.4241,994.9922,851.92,15214.46
2009-04-24,2572.888,3036.761,2956.25,127.31,128.84,131.13,1095.4515,1017.5021,866.23,15258.85
2009-04-27,2513.292,2916.114,2838.17,127.69,128.93,131.06,1095.5329,1018.9185,857.51,14840.42
2009-04-28,2518.531,2959.952,2870.51,127.42,128.85,130.96,1095.5694,998.6342,855.16,14555.11
2009-04-29,2605.37,3040.04,2933.56,127.55,128.99,131.17,1095.6033,997.5214,873.64,14956.95
2009-04-30,2622.926,3086.217,2971.9,127.54,129.0,130.02,1095.6365,1002.4786,872.81,15520.99
2009-05-04,2714.301,3190.254,3069.85,127.59,129.03,130.98,1095.7546,998.0778,907.24,16381.05
2009-05-05,2727.014,3220.615,3117.4,127.64,129.08,130.91,1095.7963,1007.7394,903.8,16430.08
2009-05-06,2764.979,3264.579,3175.64,127.6,128.94,130.52,1095.8279,1006.576,919.53,16834.57
2009-05-07,2767.076,3242.626,3154.78,127.68,128.89,131.22,1095.8621,1018.4127,907.39,17217.89
2009-05-08,2789.219,3257.588,3160.74,127.91,128.89,130.35,1095.8995,1020.5372,929.23,17389.87
2009-05-11,2725.316,3134.573,3033.39,127.96,129.0,130.83,1095.9974,1020.9419,909.24,17087.95
2009-05-12,2788.562,3212.139,3108.81,128.01,129.02,130.38,1096.0371,1015.3776,908.35,17153.64
2009-05-13,2814.005,3234.151,3137.42,128.08,129.12,130.9,1096.0705,1031.7163,883.92,17059.62
2009-05-14,2792.597,3246.557,3160.98,128.11,129.15,130.57,1096.0983,1025.4439,893.07,16541.69
2009-05-15,2796.116,3270.738,3183.19,128.17,129.11,130.72,1096.1348,1028.0237,882.88,16790.7
2009-05-18,2810.573,3295.651,3212.93,128.45,129.3,130.5,1096.2419,1034.5996,909.71,17022.91
2009-05-19,2840.084,3325.531,3243.41,128.45,129.38,131.09,1096.2814,1024.0275,908.13,17544.03
2009-05-20,2812.865,3306.474,3227.42,128.5,129.38,131.11,1096.3183,1030.5529,903.47,17475.84
2009-05-21,2750.01,3247.475,3170.25,128.4,129.34,131.33,1096.3606,1046.3352,888.33,17199.49
2009-05-22,2740.677,3254.534,3164.27,128.62,129.34,130.88,1096.3931,1054.1251,887.0,17062.52
2009-05-25,2752.716,3271.501,3165.13,128.61,129.4,130.9,1096.5393,1056.1991,,17121.82
2009-05-26,2719.764,3274.849,3179.55,128.56,129.4,130.88,1096.6529,1052.2535,910.33,16991.56
2009-05-27,2759.712,3276.748,3179.67,128.61,129.42,131.47,1096.6916,1052.0512,893.06,17885.27
2009-06-01,2858.342,3332.337,3226.04,128.64,129.44,131.4,1096.8468,1087.6625,942.87,18888.59
2009-06-02,2865.099,3353.922,3242.41,128.68,129.46,132.45,1096.9266,1073.1448,944.74,18389.08
2009-06-03,2939.387,3380.188,3266.59,128.68,129.49,132.28,1096.9687,1093.5303,931.76,18576.47
2009-06-04,2953.751,3375.873,3256.33,128.69,129.48,131.47,1097.0189,1072.1837,942.46,18502.77
2009-06-05,2939.306,3355.778,3243.5,128.51,129.41,130.9,1097.061,1084.1216,940.09,18679.53
2009-06-08,2948.478,3350.238,3244.39,128.57,129.46,129.87,1097.1715,1059.3353,939.14,18253.39
2009-06-09,2960.556,3366.911,3266.02,128.38,129.49,130.89,1097.2297,1057.8178,942.43,18058.49
2009-06-10,2989.595,3403.208,3302.47,128.4,129.46,130.57,1097.2723,1061.4599,939.15,18785.66
2009-06-11,2961.629,3382.997,3282.26,128.38,129.45,130.85,1097.3377,1059.6388,944.89,18791.03
2009-06-12,2906.286,3309.587,3217.71,128.3,129.2,129.96,1097.3757,1056.8061,946.21,18889.68
2009-06-15,2966.192,3356.714,3258.58,128.33,129.42,130.1,1097.469,1036.3195,923.72,18498.96
2009-06-16,2961.22,3349.35,3250.12,128.34,129.4,130.35,1097.5242,1038.6969,911.97,18165.5
2009-06-17,3010.588,3403.962,3293.83,128.3,129.45,129.95,1097.5782,1043.553,910.71,18084.6
2009-06-18,3057.428,3431.281,3311.36,128.34,129.45,130.62,1097.6386,1044.2106,918.37,17776.66
2009-06-19,3080.001,3434.055,3319.76,128.2,129.28,130.63,1097.6836,1037.1794,921.23,17920.93
2009-06-22,3082.563,3405.13,3297.35,128.27,129.29,130.15,1097.7915,1036.9771,893.04,18059.55
2009-06-23,3083.895,3392.112,3295.94,128.26,129.34,129.24,1097.8347,1019.7784,895.1,17538.37
2009-06-24,3120.73,3431.444,3333.87,128.19,129.21,129.93,1097.8826,1031.4128,900.94,17892.15
2009-06-25,3117.921,3427.473,3339.82,128.15,129.13,129.87,1097.9482,1039.4051,920.26,18275.03
2009-06-26,3128.421,3448.461,3356.42,128.22,129.21,129.73,1098.0315,1047.6504,918.9,18600.26
2009-06-29,3179.972,3476.788,3364.94,128.15,129.25,129.68,1098.1616,1041.6308,927.23,18528.51
2009-06-30,3166.474,3452.263,3335.1,128.05,129.2,129.89,1098.2222,1048.9656,919.32,18378.73
2009-07-01,3237.903,3503.754,3357.22,127.99,129.22,130.08,1098.264,1034.195,923.33,
2009-07-02,3282.359,3540.509,3389.92,127.96,129.17,130.38,1098.3063,1042.339,896.42,18178.05
2009-07-03,3327.135,3584.858,3423.77,127.65,129.11,129.39,1098.3546,1037.6853,,18203.4
2009-07-06,3374.753,3592.64,3417.16,127.73,129.07,129.22,1098.4527,1028.9342,898.72,17979.41
2009-07-07,3340.493,3589.187,3433.16,127.73,129.16,130.49,1098.507,1027.6696,881.03,17862.27
2009-07-08,3352.269,3633.433,3479.21,127.91,128.96,130.26,1098.5555,1026.1015,879.56,17721.07
2009-07-09,3396.304,3701.79,3551.98,127.85,128.87,131.34,1098.6062,1017.0469,882.68,17790.59
2009-07-10,3398.31,3719.97,3566.93,127.76,128.73,130.71,1098.6767,1014.4671,879.13,17708.42
2009-07-13,3361.011,3754.344,3598.01,127.28,128.66,130.5,1098.7546,1012.1908,901.05,17254.63
2009-07-14,3454.753,3813.876,3658.5,127.32,128.62,130.67,1098.8102,1023.5723,905.84,17885.73
2009-07-15,3493.305,3848.632,3694.75,127.23,128.55,130.76,1098.8404,1032.3739,932.68,18258.66
2009-07-16,3501.24,3829.207,3682.37,127.05,128.41,130.79,1098.8821,1038.5958,940.74,18361.87
2009-07-17,3519.809,3852.863,3703.26,126.94,128.21,130.67,1098.9596,1038.6969,940.38,18805.66
2009-07-20,3591.123,3919.426,3768.36,126.84,128.21,130.11,1099.0776,1049.8255,951.13,19502.37
2009-07-21,3539.832,3824.288,3671.16,126.9,128.22,129.4,1099.1367,1050.9889,954.58,19501.73
2009-07-22,3606.924,3894.563,3725.45,127.0,128.32,129.62,1099.2214,1051.8489,954.07,19248.17
2009-07-23,3651.969,3933.113,3771.71,126.98,128.31,130.01,1099.2954,1058.0707,976.29,19817.7
2009-07-24,3667.556,3907.967,3741.69,126.88,128.35,130.09,1099.3678,1052.4053,979.26,19982.79
2009-07-27,3743.626,3972.644,3816.04,126.91,128.43,130.02,1099.473,1062.6739,982.18,20251.62
2009-07-28,3755.818,4022.91,3865.94,126.97,128.44,129.95,1099.5203,1060.1447,979.62,20624.54
2009-07-29,3558.508,3764.64,3618.03,126.96,128.38,130.11,1099.5802,1036.4712,975.15,20135.5
2009-07-30,3634.818,3803.124,3660.61,126.74,128.24,129.93,1099.6529,1034.4479,986.75,20234.08
2009-07-31,3734.622,3928.584,3771.17,126.53,128.11,130.01,1099.697,1041.6814,987.48,20573.33
2009-08-03,3787.033,4020.266,3838.62,126.52,128.08,130.0,1099.7936,1059.2847,1002.63,20807.26
2009-08-04,3786.615,4069.346,3876.24,126.48,128.1,129.8,1099.8348,1060.5999,1005.65,20796.43
2009-08-05,3740.936,4069.338,3901.16,126.57,128.22,129.8,1099.87,1069.2498,1002.72,20494.77
2009-08-06,3663.12,4015.421,3849.22,126.52,128.22,129.81,1099.9225,1070.2109,997.08,20899.24
2009-08-07,3555.095,3893.125,3742.53,126.54,128.18,130.13,1099.9541,1065.0513,1010.48,20375.37
2009-08-10,3544.539,3933.047,3774.8,126.6,128.26,130.25,1100.0383,1061.1564,1007.1,20929.52
2009-08-11,3556.375,3953.293,3800.7,126.55,128.34,130.15,1100.0803,1053.9228,994.35,21074.21
2009-08-12,3397.4,3770.137,3610.93,126.55,128.35,130.39,1100.1117,1047.8527,1005.81,20435.24
2009-08-13,3440.82,3778.14,3616.84,126.84,128.39,130.34,1100.1608,1060.1447,1012.73,20861.3
2009-08-14,3344.462,3609.698,3434.0,126.81,128.46,130.64,1100.1898,1061.7634,1004.09,20893.33
2009-08-17,3140.271,3358.103,3197.23,126.67,128.38,130.48,1100.3044,1048.0045,979.73,20137.65
2009-08-18,3171.986,3424.775,3252.12,126.67,128.46,130.35,1100.3309,1044.5647,989.67,20306.27
2009-08-19,3014.568,3247.526,3086.19,126.69,128.49,130.49,1100.363,1039.7086,996.46,19954.23
2009-08-20,3144.39,3374.351,3206.88,126.7,128.53,130.3,1100.407,1049.6737,1007.37,20328.86
2009-08-21,3203.624,3468.042,3312.08,126.72,128.48,130.3,1100.4554,1044.6659,1026.13,20199.02
2009-08-24,3229.6,3541.804,3395.4,126.79,128.55,130.03,1100.5416,1061.1058,1025.5699,20535.94
2009-08-25,3109.83,3485.924,3355.87,126.79,128.6,130.06,1100.5915,1050.3819,1028.0,20435.24
2009-08-26,3172.386,3595.115,3461.41,126.77,128.59,130.49,1100.649,1053.4676,1028.12,20456.32
2009-08-27,3156.301,3629.513,3500.65,126.8,128.6,130.52,1100.6822,1052.1524,1030.98,20242.75
2009-08-28,3046.781,3531.41,3398.37,126.94,128.61,130.46,1100.7278,1056.1991,1028.9301,20098.62
2009-08-31,2830.271,3277.997,3163.17,126.89,128.64,130.37,1100.8271,1058.6777,1020.62,19724.19
2009-09-01,2843.7,3245.274,3138.41,126.89,128.63,129.97,1100.8624,1060.8529,998.04,19872.3
2009-09-02,2890.926,3265.074,3151.0,126.96,128.61,130.34,1100.9095,1062.2692,994.75,19522.0
2009-09-03,3051.964,3427.442,3293.92,127.05,128.63,130.11,1100.9531,1090.4446,1003.24,19761.68
2009-09-04,3077.142,3489.063,3355.19,127.07,128.65,130.28,1101.0064,1099.651,1016.4,20318.62
2009-09-07,3104.208,3527.254,3405.0,127.08,128.76,129.52,1101.0974,1107.2892,,20629.31
2009-09-08,3170.967,3592.806,3455.47,127.08,128.74,129.55,1101.1383,1127.017,1025.39,21069.81
2009-09-09,3194.909,3613.41,3466.62,127.1,128.73,130.19,1101.1928,1116.1414,1033.37,20851.04
2009-09-10,3162.914,3581.683,3429.54,127.16,128.72,130.5,1101.2635,1109.4036,1044.14,21069.56
2009-09-11,3238.133,3641.816,3492.15,127.13,128.78,130.4,1101.334,1113.6729,1042.73,21161.42
2009-09-14,3293.394,3736.576,3579.92,127.14,128.7,130.19,1101.426,1109.2519,1049.34,20932.2
2009-09-15,3302.642,3775.213,3619.6,127.12,128.71,130.27,1101.4746,1108.7157,1052.63,20866.37
2009-09-16,3258.236,3781.064,3646.41,127.15,128.73,130.37,1101.5107,1140.169,1068.76,21402.92
2009-09-17,3320.096,3868.667,3740.77,127.17,128.69,130.51,1101.5513,1142.9511,1065.49,21768.51
2009-09-18,3199.689,3739.732,3626.91,127.28,128.75,130.47,1101.5964,1127.5229,1068.3,21623.45
2009-09-21,3208.604,3804.331,3676.52,127.22,128.72,130.23,1101.7011,1116.3944,1064.66,21472.85
2009-09-22,3131.026,3708.199,3589.19,127.25,128.75,130.59,1101.8106,1127.7252,1071.66,21701.14
2009-09-23,3060.069,3595.706,3482.48,127.22,128.72,130.34,1101.8568,1129.0404,1060.87,21595.52
2009-09-24,3080.926,3568.669,3452.76,127.1,128.68,130.23,1101.9229,1130.2039,1050.78,21050.73
2009-09-25,3058.528,3536.811,3415.83,127.09,128.72,129.91,1101.9682,1105.8222,1044.38,21024.4
2009-09-28,2972.643,3434.655,3308.5,127.09,128.75,129.11,1102.0794,1095.756,1062.98,20588.41
2009-09-29,2972.286,3372.074,3220.38,127.09,128.77,129.01,1102.1223,1102.2308,1060.61,21013.17
2009-09-30,3004.805,3400.623,3250.4,127.08,128.83,128.69,1102.1573,1109.0596,1057.08,20955.25
2009-10-09,3163.708,3576.444,3419.11,127.21,128.91,129.37,1102.4576,1162.6789,1071.49,21499.44
2009-10-12,3151.632,3597.863,3439.28,127.15,128.88,129.42,1102.5642,1167.8891,1076.1899,21299.35
2009-10-13,3198.517,3659.081,3501.87,126.74,128.82,129.46,1102.6135,1171.4806,1073.1899,21467.36
2009-10-14,3227.399,3692.648,3543.41,126.7,128.88,129.48,1102.665,1182.9126,1092.02,21886.48
2009-10-15,3239.643,3704.404,3559.61,126.62,129.0,129.62,1102.7049,1172.7958,1096.5601,21999.08
2009-10-16,3241.709,3716.897,3578.56,126.57,128.78,129.4,1102.7443,1165.3599,1087.6801,21929.9
2009-10-19,3329.158,3808.181,3661.71,126.65,128.82,129.49,1102.841,1172.037,1097.91,22200.46
2009-10-20,3377.574,3865.832,3715.83,126.59,128.72,129.03,1102.8783,1186.6559,1091.0601,22384.96
2009-10-21,3369.285,3839.947,3686.21,126.57,128.73,129.04,1102.9138,1174.6674,1081.4,22318.11
2009-10-22,3347.32,3855.768,3706.28,126.55,128.74,129.36,1102.955,1172.7958,1092.91,22210.52
2009-10-23,3413.252,3908.435,3751.55,126.59,128.75,129.21,1102.994,1179.6247,1079.6,22589.73
2009-10-26,3414.239,3911.653,3761.27,126.62,128.78,129.33,1103.0918,1173.4534,1066.95,
2009-10-27,3314.722,3807.976,3657.89,126.66,128.77,128.9,1103.1373,1160.2509,1063.41,22169.59
2009-10-28,3329.327,3846.415,3695.39,126.66,128.72,129.08,1103.1727,1158.3793,1042.63,21761.58
2009-10-29,3247.051,3777.505,3624.55,126.64,128.62,129.52,1103.2138,1150.7916,1066.11,21264.99
2009-10-30,3280.372,3827.683,3665.99,126.66,128.64,128.78,1103.2524,1166.8774,1036.1899,21752.87
2009-11-02,3392.803,3955.783,3784.19,126.7,128.7,129.53,1103.3588,1167.0292,1042.88,21620.19
2009-11-03,3435.425,4053.212,3869.77,126.5,128.6,129.42,1103.3991,1182.9632,1045.41,21240.06
2009-11-04,3453.888,4083.482,3911.09,126.51,128.63,128.94,1103.4304,1204.2086,1046.5,21614.77
2009-11-05,3464.318,4125.781,3951.0,126.47,128.59,128.83,1103.4884,1204.5121,1066.63,21479.08
2009-11-06,3483.021,4145.137,3969.64,126.47,128.6,128.53,1103.5361,1210.2281,1069.3,21829.72
2009-11-09,3495.788,4176.188,4006.83,126.52,128.64,128.99,1103.6508,1224.9987,1093.08,22207.55
2009-11-10,3503.776,4182.77,4017.98,126.53,128.61,129.55,1103.7025,1218.271,1093.01,22268.16
2009-11-11,3495.674,4199.549,4046.11,126.56,128.66,129.11,1103.7657,1227.275,1098.51,22627.21
2009-11-12,3499.992,4213.245,4056.64,126.58,128.69,128.94,1103.8185,1242.1468,1087.24,22397.57
2009-11-13,3518.722,4267.008,4104.99,126.79,128.72,128.62,1103.8515,1228.742,1093.48,22553.63
2009-11-16,3625.798,4364.973,4197.54,126.87,128.79,128.94,1103.9533,1251.4037,1109.3,22943.98
2009-11-17,3628.354,4387.552,4226.5,126.85,128.65,128.9,1103.9939,1256.9174,1110.3199,22914.15
2009-11-18,3630.229,4406.779,4253.37,127.0,128.72,129.39,1104.0309,1262.0264,1109.8,22840.33
2009-11-19,3642.437,4476.138,4331.01,127.03,128.82,129.4,1104.0643,1265.9214,1094.9,22643.16
2009-11-20,3631.013,4508.293,4358.75,127.05,128.79,129.71,1104.0969,1269.26,1091.38,22455.84
2009-11-23,3665.509,4591.339,4445.73,126.91,128.76,129.6,1104.2006,1292.0229,1106.24,22771.39
2009-11-24,3548.08,4347.657,4193.56,126.98,128.78,129.52,1104.2443,1290.1512,1105.65,22423.14
2009-11-25,3629.629,4512.08,4360.02,126.98,128.82,129.43,1104.3033,1311.8013,1110.63,22611.8
2009-11-26,3485.773,4328.408,4182.09,127.0,128.81,130.24,1104.3724,1324.9026,,22210.41
2009-11-27,3382.51,4215.338,4074.01,127.07,128.83,129.24,1104.4171,1300.1163,1091.49,21134.5
2009-11-30,3511.669,4405.328,4264.05,127.12,128.9,129.25,1104.5486,1306.237,1095.63,21821.5
2009-12-01,3560.831,4525.288,4394.99,127.32,128.89,129.25,1104.6036,1311.8013,1108.86,22113.15
2009-12-02,3597.329,4591.384,4474.93,127.33,129.06,129.75,1104.6753,1353.1286,1109.24,22289.57
2009-12-03,3590.876,4621.941,4515.84,127.35,129.09,129.62,1104.7306,1353.3816,1099.92,22553.87
2009-12-04,3643.491,4506.082,4375.98,127.35,129.11,129.63,1104.7879,1344.5293,1105.98,22498.15
2009-12-07,3668.832,4581.242,4459.08,127.25,129.01,129.7,1104.9076,1288.9372,1103.25,22324.96
2009-12-08,3624.019,4571.764,4450.83,127.23,128.99,129.64,1104.9725,1294.4509,1091.9399,22060.52
2009-12-09,3554.478,4498.152,4386.53,127.27,129.01,129.94,1105.019,1258.789,1095.95,21741.76
2009-12-10,3577.237,4536.557,4411.69,127.3,129.06,130.38,1105.0723,1260.9136,1102.35,21700.04
2009-12-11,3575.02,4534.763,4408.39,127.3,129.06,129.7,1105.1356,1268.1471,1106.41,21902.11
2009-12-14,3612.753,4513.594,4384.54,127.13,129.03,130.29,1105.237,1263.0887,1114.11,22085.75
2009-12-15,3583.341,4523.493,4412.45,127.14,129.05,130.36,1105.2742,1256.0575,1107.9301,21813.92
2009-12-16,3560.723,4506.039,4391.34,127.21,129.12,130.52,1105.3245,1276.6453,1109.1801,21611.74
2009-12-17,3480.153,4364.926,4258.45,127.21,129.1,130.14,1105.3688,1263.2404,1096.08,21347.63
2009-12-18,3391.735,4203.48,4091.68,127.22,129.07,129.78,1105.4171,1241.3374,1102.47,21175.88
2009-12-21,3396.622,4256.389,4146.9,127.26,129.14,129.49,1105.5374,1248.4192,1114.05,20948.1
2009-12-22,3305.543,4136.822,4024.34,127.29,129.12,130.25,1105.577,1226.3139,1118.02,21092.04
2009-12-23,3336.48,4210.173,4098.22,127.28,129.14,130.26,1105.6375,1220.5979,1120.59,21328.74
2009-12-24,3438.817,4345.296,4229.8,127.29,129.18,130.24,1105.6866,1242.3997,1126.48,21517.0
2009-12-25,3424.783,4376.193,4255.65,127.31,129.12,130.62,1105.7297,1246.143,,
2009-12-28,3478.433,4447.205,4326.27,127.37,129.16,130.22,1105.8334,1254.3882,1127.78,21480.22
2009-12-29,3500.737,4463.604,4351.14,127.42,129.17,129.94,1105.8752,1246.3959,1126.2,21499.44
2009-12-30,3558.857,4446.067,4336.61,127.38,129.15,130.11,1105.9278,1231.17,1126.42,21496.62
2009-12-31,3575.684,4485.255,4391.28,127.41,129.25,129.88,1105.9698,1252.0107,1115.1,21872.5
2010-01-04,3535.229,4510.527,4406.77,127.44,129.25,130.02,1106.0864,1244.1702,1132.99,21823.28
2010-01-05,3564.038,4557.475,4462.23,127.43,129.27,130.51,1106.1245,1280.9449,1136.52,22279.58
2010-01-06,3541.727,4550.279,4452.87,127.41,129.32,129.95,1106.1572,1270.1705,1137.14,22416.67
2010-01-07,3471.456,4459.155,4361.16,127.41,129.29,129.04,1106.1945,1276.5441,1141.6899,22269.45
2010-01-08,3480.13,4514.452,4417.77,127.42,129.27,129.29,1106.2375,1262.3805,1144.98,22296.75
2010-01-11,3482.052,4542.949,4449.94,127.48,129.26,129.32,1106.3348,1299.2564,1146.98,22411.52
2010-01-12,3534.916,4639.632,4541.6,127.45,129.33,130.09,1106.3769,1300.7739,1136.22,22326.64
2010-01-13,3421.144,4591.024,4485.32,127.28,129.31,129.79,1106.4147,1268.2483,1145.6801,21748.6
2010-01-14,3469.051,4714.1,4609.3,127.28,129.32,129.93,1106.4498,1279.6297,1148.46,21716.95
